Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
IDI,"IDI, Inc.",5.91,92215420.26,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/idi,25.47,-42.45,27.59,26.55,26.55
IEC,IEC Electronics Corp.,3.16,32237498.4,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec,-31.08,24.94,-42.33,-53.69,-53.69
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.3299,29793318.1551,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc,-53.85,-26.26,-53.17,-82.44,-82.44
IMH,"Impac Mortgage Holdings, Inc.",15.16,156490646.32,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh,130.77,-2.34,-55.28,37.83,37.83
IMO,Imperial Oil Limited,29.93,25368638399.2,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo,-18.37,1.52,-0.81,-24.47,-24.47
IOT,"Income Opportunity Realty Investors, Inc.",6.89,28718994.46,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot,20.45,3.74,35.09,97.36,97.36
IRT,"Independence Realty Trust, Inc.",7.2,338908881.6,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irt,-12.27,20.15,5.71,10.36,10.36
IGC,India Globalization Capital Inc.,0.23,3758255.89,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/igc,-64.71,-32.61,-37.5,-85.0,-85.0
INFU,"InfuSystems Holdings, Inc.",2.99,67318307.16,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu,12.69,35.02,19.55,68.72,68.72
IHT,InnSuites Hospitality Trust,2.3,21747909.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,-5.93,43.94,-4.05,21.47,21.47
NSPR,"InspireMD, Inc.",0.82,6383919.76,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr,-88.86,-69.81,-32.56,-97.74,-97.74
IFMI,"Institutional Financial Markets, Inc.",1.15,15390232.65,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi,-24.34,-25.32,77.43,4.43,4.43
IDN,"Intellicheck Mobilisa, Inc.",1.1306,11169091.1236,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,-34.91,-22.78,-41.18,-83.82,-83.82
INS,Intelligent Systems Corporation,3.1,27067026.9,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ins,84.57,-19.91,15.75,121.23,121.23
THM,International Tower Hill Mines Ltd,0.278,32335191.364,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm,-52.38,-16.33,-81.36,-91.53,-91.53
INTT,inTest Corporation,4.38,46264529.64,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,0.24,10.24,29.1,41.47,41.47
INUV,"Inuvo, Inc",2.59,63133531.79,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,119.51,-9.42,54.12,217.65,217.65
ISR,"IsoRay, Inc.",0.8828,48565964.5884,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,-38.56,164.29,-33.33,25.33,25.33
ISDR,Issuer Direct Corporation,5.804,16077335.376,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,-37.67,-4.24,179.38,78.74,78.74
ITI,"Iteris, Inc.",2.4,76737741.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,25.73,-14.5,17.65,26.47,26.47
KIQ,Kelso Technologies Inc,0.9823,45207166.9896,n/a,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq,-80.44,94.06,416.95,81.42,81.42
KLDX,Klondex Mines Ltd.,2.12,295544245.56,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx,13.81,9.15,26.45,70.25,70.25
LTS,Ladenburg Thalmann Financial Services Inc,2.4,439728405.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,-28.87,25.97,116.2,94.37,94.37
LSG,Lake Shore Gold Corp,0.85,393739447.15,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lsg,5.19,35.85,-43.68,-6.9,-6.9
LGL,"LGL Group, Inc. (The)",3.6443,9667522.5097,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,-7.5,-31.41,66.31,16.76,16.76
LBY,"Libbey, Inc.",19.78,432071372.78,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,-32.32,58.49,7.29,14.07,14.07
LBMH,"Liberator Medical Holdings, Inc.",3.34,179979166.52,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lbmh,14.84,-34.59,544.33,442.03,442.03
LIQT,"LiqTech International, Inc.",0.95,37555433.25,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt,17.44,-48.62,21.64,-40.94,-40.94
LEI,"Lucas Energy, Inc.",4.4,6447047.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei,143.33,-88.0,-38.36,-81.64,-81.64
MCZ,Mad Catz Interactive Inc,0.3988,29299664.9148,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz,-13.04,-12.0,-7.14,-28.57,-28.57
MVG,Mag Silver Corporation,6.82,473358372.52,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg,-15.85,43.43,-49.1,-33.46,-33.46
MJCO,Majesco,6.3,229643549.1,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco,16.39,,,16.39,16.39
MSTX,"Mast Therapeutics, Inc.",0.4398,71957567.8206,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mstx,-20.75,7.55,-16.67,-30.0,-30.0
MHH,"Mastech Holdings, Inc",7.3101,31822246.9089,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,-29.71,-21.79,223.5,65.25,65.25
MDGN,"Medgenics, Inc.",4.68,153788155.56,n/a,2011,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mdgn,-5.49,-24.03,-11.35,-20.58,-20.58
IPB,"Merrill Lynch & Co., Inc.",26.3516,0.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb,5.02,8.44,2.76,19.17,19.17
MXC,Mexco Energy Corporation,2.2,4481985.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,-29.32,-20.57,15.83,-46.17,-46.17
MGT,MGT Capital Investments Inc,0.32,5503892.8,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mgt,-66.18,-75.66,-26.65,-93.68,-93.68
MLSS,"Milestone Scientific, Inc.",2.36,50688665.28,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss,-6.0,27.72,14.09,57.72,57.72
MGH,Minco Gold Corporation,0.1502,7602054.7262,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgh,-56.25,30.43,-62.0,-72.0,-72.0
MGN,"Mines Management, Inc.",0.395,11776545.8,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mgn,-31.61,-24.19,-42.61,-66.7,-66.7
NNVC,"NanoViricides, Inc.",1.06,61040100.0,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc,-54.96,-46.11,185.72,-32.57,-32.57
NHC,National HealthCare Corporation,60.58,903007418.56,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc,0.94,21.02,12.59,35.81,35.81
NAVB,"Navidea Biopharmaceuticals, Inc.",1.13,175940621.45,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb,-29.63,-3.5,-31.97,-54.76,-54.76
NTIP,"Network-1 Technologies, Inc.",1.96,45508359.96,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip,-7.11,5.5,,-4.13,-4.13
UWN,"Nevada Gold & Casinos, Inc.",2.16,38312306.64,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,74.42,-10.29,70.89,184.81,184.81
NSU,Nevsun Resources Ltd,2.5,499453672.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nsu,-28.08,14.58,-21.51,-30.36,-30.36
GBR,"New Concept Energy, Inc",1.01,1966403.34,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,-28.0,-20.57,35.38,-16.92,-16.92
NEN,New England Realty Associates Limited Partnership,49.9875,188390740.537,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,5.44,8.8,51.13,77.54,77.54
NGD,NEW GOLD INC.,2.38,1211812495.32,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ngd,-49.23,-15.81,-51.96,-78.81,-78.81
HLTH,Nobilis Health Corp.,2.41,161558822.96,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth,-12.96,167.86,790.91,2463.64,2463.64
NSAT,Norsat International Inc.,4.31,25134445.98,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsat,3.02,-10.42,-7.84,-13.14,-13.14
NAK,"Northern Dynasty Minerals, Ltd.",0.2821,62609097.9696,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nak,-26.19,-70.15,-63.8,-92.15,-92.15
NOG,"Northern Oil and Gas, Inc.",3.35,210918140.65,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog,-33.33,-58.74,-16.34,-77.39,-77.39
NBY,"NovaBay Pharmaceuticals, Inc.",2.53,352530.2,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby,-87.17,-52.59,11.5,-92.85,-92.85
NCQ,NovaCopper Inc.,0.2528,26538898.496,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ncq,-54.84,-63.4,-27.4,-86.54,-86.54
NG,Novagold Resources Inc.,4.24,1347936759.12,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ng,19.26,11.11,-44.9,-14.08,-14.08
NTN,"NTN Buzztime, Inc.",0.1839,16994613.6945,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,-66.67,-38.57,195.65,-30.43,-30.43
OGEN,"Oragenics, Inc.",1.26,45961695.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen,78.57,-73.21,19.58,-37.5,-37.5
TIS,Orchids Paper Products Company,29.85,306526396.35,n/a,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis,14.66,-4.58,54.1,64.41,64.41
ONVO,"Organovo Holdings, Inc.",2.16,199613613.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo,-64.53,-35.43,235.38,-23.38,-23.38
ONP,"Orient Paper, Inc.",1.3715,27863942.6,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/onp,52.58,-57.99,54.52,-16.54,-16.54
OSG,"Overseas Shipholding Group, Inc.",2.65,928782059.4,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg,-78.35,-4.0,750.22,95.43,95.43
OSGB,"Overseas Shipholding Group, Inc.",3.14,21619895.38,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osgb,-36.71,-12.0,,-44.83,-44.83
ORM,"Owens Realty Mortgage, Inc.",13.85,143017939.25,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm,-4.63,17.13,38.14,54.63,54.63
PBM,Pacific Booker Minerals Inc,1.4101,17825552.1239,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pbm,-60.27,-37.46,18.95,-73.47,-73.47
PTN,"Palatin Technologies, Inc.",0.622,42314664.976,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn,-8.33,-9.09,13.43,-1.49,-1.49
PARR,"Par Pacific Holdings, Inc.",23.72,890232948.0,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr,38.06,-30.56,109.09,114.0,114.0
PZG,Paramount Gold Nevada Corp.,1.08,9200294.28,n/a,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg,-25.71,,,-25.71,-25.71
PRK,Park National Corporation,83.67,1284402858.39,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk,14.05,12.67,32.86,58.83,58.83
PED,Pedevco Corp.,0.21,9499664.37,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped,-24.08,-78.73,-65.27,-95.5,-95.5
PFNX,Pfenex Inc.,10.14,236167900.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx,56.51,29.31,,113.45,113.45
PIP,"PharmAthene, Inc",1.73,111500807.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pip,11.11,-16.91,44.36,42.86,42.86
PLG,Platinum Group Metals Ltd.,0.1312,101800009.69,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plg,-71.43,-55.36,20.0,-85.26,-85.26
PLM,Polymet Mining Corp.,0.82,227539060.38,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/plm,-33.05,17.58,11.94,-2.82,-2.82
PW,Power REIT,4.2542,7413743.2896,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw,-54.24,-2.98,-15.71,-60.77,-60.77
PLX,"Protalix BioTherapeutics, Inc.",0.9551,95319359.1747,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx,-55.46,-58.63,-25.19,-80.68,-80.68
PVCT,"Provectus Biopharmaceuticals, Inc.",0.39,79808483.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pvct,-53.01,-67.77,264.79,-45.07,-45.07
RLGT,"Radiant Logistics, Inc.",3.13,152540756.58,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt,-19.48,64.77,49.7,102.96,102.96
REE,Rare Element Resources Ltd.,0.1502,7951870.376,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ree,-59.46,-75.8,-49.71,-95.59,-95.59
REED,"Reeds, Inc.",5.39,70866722.85,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed,-3.93,-24.36,30.23,-13.5,-13.5
RWC,RELM Wireless Corporation,3.89,53364560.44,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc,-16.17,49.38,97.69,127.75,127.75
RVP,"Retractable Technologies, Inc.",2.92,81444272.08,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp,-27.91,57.73,235.48,233.33,233.33
RNN,"Rexahn Pharmaceuticals, Inc.",0.335,60550284.53,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn,-60.87,-35.96,55.88,5.88,5.88
RIC,"Richmont Mines, Inc.",3.55,206900045.65,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric,-5.31,166.39,-63.04,-0.31,-0.31
REI,"Ring Energy, Inc.",5.1,154995844.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei,-24.76,-23.39,104.74,19.29,19.29
RBY,Rubicon Minerals Corp,0.099,39097896.354,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rby,-91.35,14.61,-64.63,-96.34,-96.34
SGA,"Saga Communications, Inc.",37.54,218170392.12,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga,-8.2,-10.28,37.81,10.94,10.94
SSN,Samson Oil & Gas Limited,0.615,8726340.165,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn,-78.95,-55.56,-46.15,-94.87,-94.87
SPP,Sanchez Production Partners LP,13.8499,42218414.7217,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/spp,1.09,-35.53,87.2,18.07,18.07
SEB,Seaboard Corporation,2525.36,2956060148.0,n/a,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb,-28.19,54.3,8.24,13.08,13.08
SVT,"Servotronics, Inc.",7.89,19237469.01,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt,35.57,-28.88,5.36,9.08,9.08
SIF,"SIFCO Industries, Inc.",7.87,42875815.09,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif,-68.72,-5.34,76.39,-40.67,-40.67
SKY,Skyline Corporation,3.7,31047602.8,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky,2.3,-32.63,18.54,-18.54,-18.54
SLI,"SL Industries, Inc.",32.81,129960410.0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli,-24.51,46.35,44.41,75.65,75.65
XPL,Solitario Exploration & Royalty Corp,0.47,18446413.83,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl,-47.31,-1.1,-47.59,-70.48,-70.48
SGB,Southwest Georgia Financial Corporation,14.14,36026415.18,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb,21.66,29.12,7.84,56.37,56.37
LOV,"Spark Networks, Inc.",3.6,92487214.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov,8.76,-42.26,-18.35,-51.27,-51.27
STRP,Straight Path Communications Inc.,15.04,182601241.6,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp,-2.22,112.72,34.15,178.7,178.7
SSY,"SunLink Health Systems, Inc.",0.9,8499067.2,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy,-36.11,62.79,-21.43,-17.86,-17.86
SDPI,"Superior Drilling Products, Inc.",1.01,17606596.74,n/a,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/sdpi,-72.63,-6.46,,-77.51,-77.51
STS,"Supreme Industries, Inc.",6.75,112846938.75,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts,-6.01,6.7,93.96,119.03,119.03
SYRG,Synergy Resources Corporation,6.58,691631255.14,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg,-32.38,37.96,47.54,49.47,49.47
SYN,"Synthetic Biologics, Inc",2.03,184344474.58,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn,45.86,-17.11,-11.52,19.9,19.9
TRX,Tanzanian Royalty Exploration Corporation,0.2933,31648112.3882,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx,-51.79,-62.13,-54.5,-93.25,-93.25
TGB,Taseko Mines Limited,0.318,70535146.884,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb,-66.99,-49.52,-37.1,-90.14,-90.14
TAS,Tasman Metals Ltd,0.175,11574836.35,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tas,-57.14,-66.15,-2.63,-84.21,-84.21
TIK,Tel-Instrument Electronics Corp.,4.68,15242231.16,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik,-10.52,-16.94,45.31,30.03,30.03
TGC,"Tengasco, Inc.",0.1223,7441027.1099,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc,-52.0,-35.9,-40.85,-83.1,-83.1
TXMD,"TherapeuticsMD, Inc.",8.38,1490366583.58,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd,143.43,-21.61,61.23,219.08,219.08
TPI,"Tianyin Pharmaceutical Co., Inc.",0.16,4709246.56,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi,-73.02,-29.52,14.86,-77.03,-77.03
TLR,Timberline Resources Corporation,0.1899,1880025.9516,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr,-77.63,-70.1,-29.17,-94.1,-94.1
TGD,Timmons Gold Corp,0.1241,39127346.285,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd,-87.27,-15.65,-60.81,-95.27,-95.27
TOF,Tofutti Brands Inc.,4.035,20795203.71,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof,-26.19,56.94,158.82,206.62,206.62
TMP,Tompkins Financial Corporation,53.44,796324189.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp,13.86,13.59,26.86,51.3,51.3
TAT,Transatlantic Petroleum Ltd,1.06,43467232.38,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat,-71.98,-33.29,-13.68,-85.37,-85.37
TRXC,"TransEnterix, Inc.",2.07,207295355.88,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc,-26.19,-65.29,506.9,71.03,71.03
TPLM,Triangle Petroleum Corporation,0.6729,50947347.6816,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm,-83.08,-43.14,32.14,-87.5,-87.5
TPHS,Trinity Place Holdings Inc.,5.9109,118997813.215,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tphs,-12.56,0.72,36.5,23.96,23.96
TRT,Trio-Tech International,2.6001,9134294.3055,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt,-11.15,-15.43,94.67,65.09,65.09
HTM,U.S. Geothermal Inc.,0.6049,65088101.9825,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm,36.96,11.9,11.43,80.0,80.0
UFAB,"Unique Fabricating, Inc.",11.97,114814576.17,n/a,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab,1.84,,,1.84,1.84
UAMY,United States Antimony Corporation,0.312,20690678.736,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy,-57.35,-62.38,-14.59,-87.55,-87.55
UUU,"Universal Security Instruments, Inc.",4.75,10986213.25,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu,-24.58,32.31,2.53,3.23,3.23
UQM,UQM TECHNOLOGIES INC,0.5899,28573466.4786,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm,-17.28,-61.29,171.25,-16.25,-16.25
URG,Ur Energy Inc,0.675,87877423.125,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg,-24.42,-35.61,54.95,-28.57,-28.57
UEC,Uranium Energy Corp.,1,99241976.0,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec,-29.33,-3.8,-22.58,-57.26,-57.26
VSR,"Versar, Inc.",2.89,28388233.02,n/a,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr,1.31,-37.65,20.99,-23.7,-23.7
VII,"Vicon Industries, Inc.",2.05,19149127.9,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii,1.15,-34.57,22.64,-21.91,-21.91
VHC,VirnetX Holding Corp,2.17,115110488.36,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc,-50.95,-69.89,-43.31,-92.53,-92.53
VGZ,Vista Gold Corporation,0.317,26213143.051,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz,-22.22,-40.82,-81.4,-89.15,-89.15
VNRX,VolitionRX Limited,4.29,79245802.35,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx,-6.25,60.0,-12.37,59.01,59.01
VISI,"Volt Information Sciences, Inc.",7.58,157661847.28,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi,-22.84,5.1,39.16,13.85,13.85
WRN,Western Copper and Gold Corporation,0.263,24773268.168,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn,-52.63,-18.92,-53.85,-84.02,-84.02
WYY,WidePoint Corporation,0.615,50750228.04,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy,-54.84,-11.46,288.1,66.67,66.67
WTT,"Wireless Telecom Group,  Inc.",1.53,30028476.15,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt,-36.3,25.48,78.33,43.33,43.33
XTNT,"Xtant Medical Holdings, Inc.",2.8,33281082.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt,-2.78,-45.45,-62.5,-79.41,-79.41
YUMA,"Yuma Energy, Inc.",0.26,18632827.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma,-87.82,-65.35,22.39,-95.39,-95.39
DDD,3D Systems Corporation,8.37,938092449.87,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd,-73.37,-65.67,139.65,-78.4,-78.4
MMM,3M Company,140.49,86501510519.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,-4.34,23.39,47.04,68.18,68.18
WBAI,500.com Limited,18,754091694.0,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai,34.09,-48.23,76.91,0.45,0.45
WUBA,58.com Inc.,61.57,8571828719.62,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba,62.38,0.77,46.84,163.84,163.84
AHC,A.H. Belo Corporation,5.01,107943180.45,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc,-49.52,95.84,47.5,45.7,45.7
ATEN,"A10 Networks, Inc.",5.97,378114475.26,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten,20.37,-71.99,,-59.53,-59.53
AAC,"AAC Holdings, Inc.",18.11,405796402.21,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac,-36.74,61.98,,2.2,2.2
AIR,AAR Corp.,23.51,823875623.75,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air,3.87,2.34,43.49,43.51,43.51
